2	0.15	0.04
4	0.67	0.19
6	1.28	0.51
8	1.79	0.94
10	2.38	1.4
12	2.94	1.86
14	3.53	2.35
16	3.95	2.75
18	4.34	3.11
20	4.72	3.48
22	5.09	3.84
24	5.37	4.12
26	5.65	4.41
28	5.93	4.68
30	6.18	4.93
32	6.42	5.17
34	6.62	5.38
36	6.82	5.59
38	7	5.77
40	7.17	5.95
42	7.31	6.12
44	7.47	6.28
46	7.61	6.42
48	7.72	6.56
50	7.83	6.69
51	7.9	6.75
52	7.93	6.81
53	7.92	6.86
54	7.83	6.89
55	7.68	6.88
56	7.51	6.85
57	7.35	6.78
58	7.24	6.71
59	7.21	6.65
60	7.22	6.61
61	7.25	6.62
62	7.29	6.62
63	7.28	6.64
64	7.21	6.65
65	7.09	6.63
66	6.92	6.58
67	6.79	6.51
68	6.71	6.44
69	6.71	6.38
70	6.75	6.36
71	6.81	6.36
72	6.88	6.39
73	6.89	6.42
74	6.84	6.44
75	6.73	6.43
76	6.61	6.4
77	6.48	6.34
78	6.43	6.27
79	6.43	6.23
80	6.49	6.21
81	6.58	6.23
82	6.65	6.26
83	6.69	6.3
84	6.66	6.33
85	6.57	6.33
86	6.47	6.3
87	6.34	6.25
88	6.29	6.19
89	6.32	6.16
90	6.38	6.15
91	6.47	6.18
91.5	6.47	6.18
92	6.56	6.21
92.5	6.56	6.21
93	6.59	6.26
93.5	6.59	6.26
94	6.56	6.29
94.5	6.53	6.29
95	6.48	6.29
95.5	6.43	6.28
96	6.36	6.26
96.5	6.3	6.24
97	6.25	6.21
97.5	6.22	6.18
98	6.2	6.16
98.5	6.21	6.13
99	6.24	6.12
99.5	6.26	6.11
100	6.3	6.11
100.5	6.35	6.12
101	6.4	6.14
101.5	6.45	6.16
102	6.49	6.18
102.5	6.52	6.2
103	6.53	6.23
103.5	6.53	6.25
104	6.51	6.26
104.5	6.46	6.27
105	6.42	6.26
105.5	6.37	6.25
106	6.31	6.24
106.5	6.25	6.21
107	6.2	6.19
107.5	6.17	6.16
108	6.15	6.13
108.5	6.16	6.11
109	6.18	6.1
109.5	6.2	6.09
110	6.25	6.09
110.5	6.3	6.1
111	6.34	6.11
111.5	6.39	6.13
112	6.43	6.15
112.5	6.46	6.18
113	6.48	6.2
113.5	6.47	6.22
114	6.45	6.23
114.5	6.42	6.24
115	6.36	6.23
115.5	6.32	6.23
116	6.26	6.21
116.5	6.2	6.19
117	6.16	6.16
117.5	6.13	6.13
118	6.11	6.11
118.5	6.13	6.09
119	6.15	6.09
119.5	6.18	6.08
120	6.23	6.08
120.5	6.28	6.09
121	6.33	6.11
121.5	6.39	6.13
122	6.43	6.16
122.5	6.46	6.18
123	6.48	6.2
123.5	6.48	6.23
124	6.46	6.24
124.5	6.43	6.25
125	6.38	6.25
125.5	6.33	6.24
126	6.27	6.23
126.5	6.21	6.21
127	6.17	6.18
127.5	6.15	6.16
128	6.14	6.13
128.5	6.14	6.11
129	6.16	6.1
129.5	6.2	6.1
130	6.24	6.1
130.5	6.29	6.11
131	6.35	6.13
131.5	6.4	6.15
132	6.45	6.18
132.5	6.47	6.2
133	6.5	6.23
133.5	6.49	6.25
134	6.47	6.27
134.5	6.44	6.27
135	6.39	6.27
135.5	6.34	6.27
136	6.29	6.25
136.5	6.22	6.23
137	6.18	6.2
137.5	6.16	6.18
138	6.14	6.16
138.5	6.16	6.13
139	6.17	6.13
139.5	6.21	6.12
140	6.26	6.13
